Covered ID,Cell Size,CenterX,CenterY,Boundary Length,Volume Fraction,Laplacian
1,0.125,0.6875,-0.3125,0,1,256
1,0.125,0.8125,-0.3125,0,1,288
2,0.125,0.9375,-0.3125,0.131621,0.580996,249.589
2,0.125,-0.9375,-0.1875,0.127262,0.841037,-134.641
1,0.125,-0.8125,-0.1875,0,1,-160
1,0.125,-0.6875,-0.1875,0,1,-128
1,0.125,-0.5625,-0.1875,0,1,-96
1,0.125,-0.4375,-0.1875,0,1,-64
1,0.125,-0.3125,-0.1875,0,1,-32
1,0.125,-0.1875,-0.1875,0,1,0
1,0.125,-0.0625,-0.1875,0,1,32
1,0.125,0.0625,-0.1875,0,1,64
1,0.125,0.1875,-0.1875,0,1,96
1,0.125,0.3125,-0.1875,0,1,128
1,0.125,0.4375,-0.1875,0,1,160
1,0.125,0.5625,-0.1875,0,1,192
1,0.125,0.6875,-0.1875,0,1,224
1,0.125,0.8125,-0.1875,0,1,256
2,0.125,0.9375,-0.1875,0.127262,0.841037,207.667
2,0.125,-0.9375,-0.0625,0.125245,0.968506,-159.324
1,0.125,-0.8125,-0.0625,0,1,-192
1,0.125,-0.6875,-0.0625,0,1,-160
1,0.125,-0.5625,-0.0625,0,1,-128
1,0.125,-0.4375,-0.0625,0,1,-96
1,0.125,-0.3125,-0.0625,0,1,-64
1,0.125,-0.1875,-0.0625,0,1,-32
1,0.125,-0.0625,-0.0625,0,1,0
1,0.125,0.0625,-0.0625,0,1,32
1,0.125,0.1875,-0.0625,0,1,64
1,0.125,0.3125,-0.0625,0,1,96
1,0.125,0.4375,-0.0625,0,1,128
1,0.125,0.5625,-0.0625,0,1,160
1,0.125,0.6875,-0.0625,0,1,192
1,0.125,0.8125,-0.0625,0,1,224
2,0.125,0.9375,-0.0625,0.125245,0.968507,183.343
2,0.125,-0.9375,0.0625,0.125245,0.968507,-184.444
1,0.125,-0.8125,0.0625,0,1,-224
1,0.125,-0.6875,0.0625,0,1,-192
1,0.125,-0.5625,0.0625,0,1,-160
1,0.125,-0.4375,0.0625,0,1,-128
1,0.125,-0.3125,0.0625,0,1,-96
1,0.125,-0.1875,0.0625,0,1,-64
1,0.125,-0.0625,0.0625,0,1,-32
1,0.125,0.0625,0.0625,0,1,0
1,0.125,0.1875,0.0625,0,1,32
1,0.125,0.3125,0.0625,0,1,64
1,0.125,0.4375,0.0625,0,1,96
1,0.125,0.5625,0.0625,0,1,128
1,0.125,0.6875,0.0625,0,1,160
1,0.125,0.8125,0.0625,0,1,192
2,0.125,0.9375,0.0625,0.125245,0.968506,160.425
2,0.125,-0.9375,0.1875,0.127262,0.841037,-211.465
1,0.125,-0.8125,0.1875,0,1,-256
1,0.125,-0.6875,0.1875,0,1,-224
1,0.125,-0.5625,0.1875,0,1,-192
1,0.125,-0.4375,0.1875,0,1,-160
1,0.125,-0.3125,0.1875,0,1,-128
1,0.125,-0.1875,0.1875,0,1,-96
1,0.125,-0.0625,0.1875,0,1,-64
1,0.125,0.0625,0.1875,0,1,-32
1,0.125,0.1875,0.1875,0,1,0
1,0.125,0.3125,0.1875,0,1,32
1,0.125,0.4375,0.1875,0,1,64
1,0.125,0.5625,0.1875,0,1,96
1,0.125,0.6875,0.1875,0,1,128
1,0.125,0.8125,0.1875,0,1,160
2,0.125,0.9375,0.1875,0.127262,0.841037,138.439
2,0.125,-0.9375,0.3125,0.131621,0.580996,-258.759
1,0.125,-0.8125,0.3125,0,1,-288
1,0.125,-0.6875,0.3125,0,1,-256
1,0.125,-0.5625,0.3125,0,1,-224
1,0.125,-0.4375,0.3125,0,1,-192
1,0.125,-0.3125,0.3125,0,1,-160
1,0.125,-0.1875,0.3125,0,1,-128
1,0.125,-0.0625,0.3125,0,1,-96
1,0.125,0.0625,0.3125,0,1,-64
1,0.125,0.1875,0.3125,0,1,-32
1,0.125,0.3125,0.3125,0,1,0
1,0.125,0.4375,0.3125,0,1,32
1,0.125,0.5625,0.3125,0,1,64
1,0.125,0.6875,0.3125,0,1,96
1,0.125,0.8125,0.3125,0,1,128
2,0.125,0.9375,0.3125,0.131621,0.580996,124.787
2,0.125,-0.9375,0.4375,0.120886,0.181142,-519.847
2,0.125,-0.8125,0.4375,0.0182342,0.994948,-298.037
1,0.125,-0.6875,0.4375,0,1,-288
1,0.125,-0.5625,0.4375,0,1,-256
1,0.125,-0.4375,0.4375,0,1,-224
1,0.125,-0.3125,0.4375,0,1,-192
1,0.125,-0.1875,0.4375,0,1,-160
1,0.125,-0.0625,0.4375,0,1,-128
1,0.125,0.0625,0.4375,0,1,-96
1,0.125,0.1875,0.4375,0,1,-64
1,0.125,0.3125,0.4375,0,1,-32
1,0.125,0.4375,0.4375,0,1,0
1,0.125,0.5625,0.4375,0,1,32
1,0.125,0.6875,0.4375,0,1,64
2,0.125,0.8125,0.4375,0.0182342,0.994948,89.0854
2,0.125,0.9375,0.4375,0.120886,0.181142,175.994
0,0.125,-0.9375,0.5625,0,0,0
2,0.125,-0.8125,0.5625,0.151385,0.586233,-303.097
1,0.125,-0.6875,0.5625,0,1,-320
1,0.125,-0.5625,0.5625,0,1,-288
1,0.125,-0.4375,0.5625,0,1,-256
1,0.125,-0.3125,0.5625,0,1,-224
1,0.125,-0.1875,0.5625,0,1,-192
1,0.125,-0.0625,0.5625,0,1,-160
1,0.125,0.0625,0.5625,0,1,-128
1,0.125,0.1875,0.5625,0,1,-96
1,0.125,0.3125,0.5625,0,1,-64
1,0.125,0.4375,0.5625,0,1,-32
1,0.125,0.5625,0.5625,0,1,0
1,0.125,0.6875,0.5625,0,1,32
2,0.125,0.8125,0.5625,0.151385,0.586231,51.6403
0,0.125,0.9375,0.5625,0,0,0
0,0.125,-0.9375,0.6875,0,0,0
2,0.125,-0.8125,0.6875,0.047598,0.0356752,-906.726
2,0.125,-0.6875,0.6875,0.125246,0.749016,-279.206
1,0.125,-0.5625,0.6875,0,1,-320
1,0.125,-0.4375,0.6875,0,1,-288
1,0.125,-0.3125,0.6875,0,1,-256
1,0.125,-0.1875,0.6875,0,1,-224
1,0.125,-0.0625,0.6875,0,1,-192
1,0.125,0.0625,0.6875,0,1,-160
1,0.125,0.1875,0.6875,0,1,-128
1,0.125,0.3125,0.6875,0,1,-96
1,0.125,0.4375,0.6875,0,1,-64
1,0.125,0.5625,0.6875,0,1,-32
2,0.125,0.6875,0.6875,0.125246,0.749016,2.66287e-06
2,0.125,0.8125,0.6875,0.047598,0.0356752,66.1997
0,0.125,0.9375,0.6875,0,0,0
0,0.125,-0.9375,0.8125,0,0,0
0,0.125,-0.8125,0.8125,0,0,0
2,0.125,-0.6875,0.8125,0.047598,0.0356753,-927.179
2,0.125,-0.5625,0.8125,0.151385,0.586232,-311.602
2,0.125,-0.4375,0.8125,0.0182342,0.994948,-298.957
1,0.125,-0.3125,0.8125,0,1,-288
1,0.125,-0.1875,0.8125,0,1,-256
1,0.125,-0.0625,0.8125,0,1,-224
1,0.125,0.0625,0.8125,0,1,-192
1,0.125,0.1875,0.8125,0,1,-160
1,0.125,0.3125,0.8125,0,1,-128
2,0.125,0.4375,0.8125,0.0182342,0.994948,-89.0952
2,0.125,0.5625,0.8125,0.151385,0.586232,-51.6144
2,0.125,0.6875,0.8125,0.047598,0.0356751,-66.1665
0,0.125,0.8125,0.8125,0,0,0
0,0.125,0.9375,0.8125,0,0,0
0,0.125,-0.9375,0.9375,0,0,0
0,0.125,-0.8125,0.9375,0,0,0
0,0.125,-0.6875,0.9375,0,0,0
0,0.125,-0.5625,0.9375,0,0,0
2,0.125,-0.4375,0.9375,0.120886,0.181141,-560.664
2,0.125,-0.3125,0.9375,0.131621,0.580995,-277.158
2,0.125,-0.1875,0.9375,0.127262,0.841037,-226.755
2,0.125,-0.0625,0.9375,0.125245,0.968506,-199.894
2,0.125,0.0625,0.9375,0.125245,0.968506,-160.395
2,0.125,0.1875,0.9375,0.127262,0.841039,-138.375
2,0.125,0.3125,0.9375,0.131621,0.580995,-124.758
2,0.125,0.4375,0.9375,0.120886,0.181141,-176.166
0,0.125,0.5625,0.9375,0,0,0
0,0.125,0.6875,0.9375,0,0,0
0,0.125,0.8125,0.9375,0,0,0
0,0.125,0.9375,0.9375,0,0,0
